contract_id,date,department,vendor_name,amount,category,description,budget,bidders_count
C0755,2024-05-16,Health,BuildCo Infrastructure,9812868,Medical Supplies,Purchase of 274 vehicles for government offices,9455075,3
C0756,2024-10-14,IT Department,Digital Solutions Inc,800000,Infrastructure,Immediate procurement of equipment for department,381114,1
C0757,2024-09-16,Urban Development,Auto Parts Ltd,423144,IT Equipment,Purchase of 112 desks for government offices,421995,4
C0758,2024-05-05,Social Welfare,PharmaCo Enterprises,4511980,Office Supplies,Purchase of 186 medicines for government offices,4582605,3
C0759,2024-03-18,Urban Development,SmartCity Developers,9265166,Maintenance,Purchase of 261 vehicles for government offices,9076746,6
C0760,2024-12-15,Agriculture,PharmaCo Enterprises,466386,Furniture,Purchase of 85 laptops for government offices,489761,7
C0761,2024-03-25,IT Department,Auto Parts Ltd,5138788,Furniture,Purchase of 344 laptops for government offices,5322874,4
C0762,2024-12-14,PWD,Digital Solutions Inc,2032930,Furniture,Purchase of 54 medicines for government offices,2014187,5
C0763,2024-08-16,Social Welfare,GreenTech Industries,9873079,Office Supplies,Purchase of 407 medicines for government offices,10172868,6
C0764,2024-06-03,Health,HealthFirst Products,20000000,Maintenance,Immediate procurement of equipment for department,12361332,1
C0765,2024-06-08,Transport,SmartCity Developers,807026,Services,Purchase of 353 medicines for government offices,860081,7
C0766,2024-08-04,Agriculture,BuildCo Infrastructure,509797,IT Equipment,Purchase of 371 servers for government offices,540081,5
C0767,2024-11-29,Transport,PharmaCo Enterprises,4446941,Services,Purchase of 223 desks for government offices,4650573,6
C0768,2024-05-25,Health,PharmaCo Enterprises,10017301,Maintenance,Purchase of 427 desks for government offices,10446698,7
C0769,2024-10-25,Health,BuildCo Infrastructure,1872585,IT Equipment,Purchase of 474 vehicles for government offices,1814632,6
C0770,2024-08-05,Social Welfare,SmartCity Developers,4322176,Services,Purchase of 256 servers for government offices,4149934,7
C0771,2024-10-26,PWD,Medicare Corporation,5494767,Maintenance,Purchase of 424 vehicles for government offices,5712207,6
C0772,2024-03-06,Transport,EduSupply Solutions,4194077,Infrastructure,Purchase of 110 furniture for government offices,4368501,7
C0773,2024-01-17,Health,BuildCo Infrastructure,9107996,Vehicles,Purchase of 486 vehicles for government offices,9779590,7
C0774,2024-10-19,Urban Development,ABC Technologies Pvt Ltd,8459913,Construction,Purchase of 205 medicines for government offices,8445452,5
C0775,2024-03-13,Urban Development,ABC Technologies Pvt Ltd,4072976,Medical Supplies,Purchase of 160 desks for government offices,4342822,5
C0776,2024-10-07,Social Welfare,EduSupply Solutions,462636,Construction,Purchase of 281 medicines for government offices,473969,7
C0777,2024-03-11,Agriculture,BuildCo Infrastructure,5142518,Furniture,Purchase of 493 furniture for government offices,5331447,4
C0778,2024-07-17,Health,SmartCity Developers,4508496,Construction,Purchase of 426 medicines for government offices,4309926,6
C0779,2024-12-28,Education,TechCorp Services,4600000,Maintenance,Urgent procurement of vehicles for department,2047158,1
C0780,2024-04-06,IT Department,GreenTech Industries,10690592,Office Supplies,Purchase of 142 laptops for government offices,10323229,7
C0781,2024-05-05,Education,EduSupply Solutions,9332688,IT Equipment,Purchase of 214 vehicles for government offices,9845050,7
C0782,2024-06-23,Health,BuildCo Infrastructure,4036085,Maintenance,Purchase of 181 laptops for government offices,4111266,6
C0783,2024-03-27,PWD,ABC Technologies Pvt Ltd,876666,Vehicles,Purchase of 258 furniture for government offices,843047,5
C0784,2024-04-02,IT Department,Auto Parts Ltd,900000,Medical Supplies,Critical procurement of supplies for department,418245,1
C0785,2024-01-27,IT Department,ABC Technologies Pvt Ltd,9758087,Vehicles,Purchase of 247 laptops for government offices,9895552,7
C0786,2024-08-25,Health,QuickOffice Supplies,472625,Maintenance,Purchase of 59 medicines for government offices,474030,4
C0787,2024-11-29,Agriculture,HealthFirst Products,1940947,Construction,Purchase of 154 desks for government offices,1956431,7
C0788,2024-05-05,IT Department,Urban Builders,5442028,Construction,Purchase of 50 vehicles for government offices,5562676,3
C0789,2024-01-01,IT Department,ABC Technologies Pvt Ltd,9500000,Construction,Immediate procurement of equipment for department,4538688,2
C0790,2024-09-30,IT Department,PrimeVendor Corporation,1653829,Furniture,Purchase of 421 servers for government offices,1721298,4
C0791,2024-04-17,Urban Development,DataSystems India,2130358,Office Supplies,Purchase of 435 furniture for government offices,2285667,5
C0792,2024-12-05,PWD,Urban Builders,1726374,IT Equipment,Purchase of 58 furniture for government offices,1855280,5
C0793,2024-11-07,Health,GreenTech Industries,500905,Medical Supplies,Purchase of 440 vehicles for government offices,502763,6
C0794,2024-10-02,PWD,SmartCity Developers,12500000,IT Equipment,Immediate procurement of furniture for department,6344899,2
C0795,2024-03-04,Agriculture,QuickOffice Supplies,933373,Medical Supplies,Purchase of 438 medicines for government offices,913583,3
C0796,2024-11-10,Urban Development,PrimeVendor Corporation,870277,Office Supplies,Purchase of 68 medicines for government offices,882630,5
C0797,2024-01-04,Transport,Urban Builders,4166419,Construction,Purchase of 302 desks for government offices,4108319,7
C0798,2024-02-03,IT Department,QuickOffice Supplies,419114,IT Equipment,Purchase of 317 furniture for government offices,449023,4
C0799,2024-12-20,Education,SmartCity Developers,8758763,Vehicles,Purchase of 51 vehicles for government offices,8958594,6
C0800,2024-08-09,Education,PrimeVendor Corporation,4411053,Office Supplies,Purchase of 303 medicines for government offices,4580536,6
C0801,2024-01-25,Health,PrimeVendor Corporation,4798615,IT Equipment,Purchase of 149 medicines for government offices,4755962,6
C0802,2024-04-25,IT Department,BuildCo Infrastructure,5436663,Medical Supplies,Purchase of 134 medicines for government offices,5812931,4
C0803,2024-01-15,Transport,BuildCo Infrastructure,488879,Infrastructure,Purchase of 480 medicines for government offices,504238,5
C0804,2024-05-02,Urban Development,GreenTech Industries,523245,Medical Supplies,Purchase of 87 servers for government offices,532432,4
C0805,2024-11-16,Health,GreenTech Industries,412830,Construction,Purchase of 243 medicines for government offices,395445,3
C0806,2024-02-01,Education,HealthFirst Products,4082183,IT Equipment,Purchase of 83 laptops for government offices,4202182,6
C0807,2024-05-30,Education,EduSupply Solutions,4143745,Furniture,Purchase of 492 servers for government offices,4341630,4
C0808,2024-08-25,Agriculture,TechCorp Services,9857691,Office Supplies,Purchase of 282 servers for government offices,9800024,3
C0809,2024-02-25,IT Department,PharmaCo Enterprises,25600000,Furniture,Urgent procurement of vehicles for department,14850860,1
C0810,2024-09-03,IT Department,TechCorp Services,4278885,Furniture,Purchase of 80 desks for government offices,4141521,3
C0811,2024-09-19,IT Department,TechCorp Services,1786712,Vehicles,Purchase of 125 vehicles for government offices,1902989,4
C0812,2024-05-29,Education,Auto Parts Ltd,477652,Vehicles,Purchase of 79 desks for government offices,494607,4
C0813,2024-04-10,Urban Development,TechCorp Services,1035579,Vehicles,Purchase of 405 furniture for government offices,1029781,6
C0814,2024-10-23,Education,EduSupply Solutions,1969661,Office Supplies,Purchase of 103 vehicles for government offices,1978387,4
C0815,2024-01-02,Social Welfare,QuickOffice Supplies,939961,Furniture,Purchase of 426 medicines for government offices,919007,6
C0816,2024-04-04,PWD,DataSystems India,454422,Infrastructure,Purchase of 334 laptops for government offices,436056,3
C0817,2024-04-09,Transport,PrimeVendor Corporation,1626342,Services,Purchase of 195 desks for government offices,1551301,4
C0818,2024-03-30,Health,ABC Technologies Pvt Ltd,8737892,Construction,Purchase of 481 medicines for government offices,8523624,4
C0819,2024-07-13,Agriculture,Urban Builders,450757,Construction,Purchase of 172 medicines for government offices,440538,6
C0820,2024-09-26,PWD,GreenTech Industries,10644991,Office Supplies,Purchase of 110 desks for government offices,11328297,3
C0821,2024-04-08,Transport,SmartCity Developers,1790770,Maintenance,Purchase of 73 servers for government offices,1801228,4
C0822,2024-05-30,Urban Development,QuickOffice Supplies,1748302,Medical Supplies,Purchase of 496 desks for government offices,1803949,5
C0823,2024-08-28,Urban Development,Medicare Corporation,8194619,Vehicles,Purchase of 241 vehicles for government offices,8326714,7
C0824,2024-12-30,Education,QuickOffice Supplies,5073474,Office Supplies,Purchase of 347 vehicles for government offices,5146141,5
C0825,2024-04-13,Agriculture,DataSystems India,918769,Maintenance,Purchase of 342 desks for government offices,909379,6
C0826,2024-02-13,Urban Development,HealthFirst Products,444257,Vehicles,Purchase of 348 laptops for government offices,452007,4
C0827,2024-08-06,Education,Medicare Corporation,4613429,Infrastructure,Purchase of 189 vehicles for government offices,4865255,5
C0828,2024-04-29,Health,GreenTech Industries,453863,Services,Purchase of 312 servers for government offices,436032,7
C0829,2024-04-26,IT Department,DataSystems India,1000000,Services,Urgent procurement of supplies for department,575183,1
C0830,2024-04-07,IT Department,DataSystems India,1099521,Vehicles,Purchase of 183 laptops for government offices,1152088,7
C0831,2024-07-25,Social Welfare,QuickOffice Supplies,10273418,Office Supplies,Purchase of 439 desks for government offices,9775627,7
C0832,2024-04-17,Agriculture,GreenTech Industries,9761010,Medical Supplies,Purchase of 419 vehicles for government offices,9974190,6
C0833,2024-06-09,Education,PharmaCo Enterprises,5155196,Construction,Purchase of 274 vehicles for government offices,5365179,4
C0834,2024-10-22,Social Welfare,Auto Parts Ltd,2166012,Furniture,Purchase of 223 desks for government offices,2060437,5
C0835,2024-12-19,Agriculture,TechCorp Services,1952173,Furniture,Purchase of 121 desks for government offices,1998605,3
C0836,2024-07-14,Urban Development,Urban Builders,4095563,Services,Purchase of 105 medicines for government offices,4096531,6
C0837,2024-02-17,PWD,QuickOffice Supplies,8532908,Medical Supplies,Purchase of 300 laptops for government offices,9023052,7
C0838,2024-07-16,Education,Medicare Corporation,887331,Vehicles,Purchase of 79 medicines for government offices,903455,6
C0839,2024-07-29,PWD,SmartCity Developers,419370,Office Supplies,Purchase of 249 desks for government offices,421212,3
C0840,2024-06-07,Urban Development,DataSystems India,4238171,Office Supplies,Purchase of 350 desks for government offices,4343116,5
C0841,2024-01-04,Urban Development,EduSupply Solutions,4095955,Infrastructure,Purchase of 319 medicines for government offices,4103740,4
C0842,2024-10-21,Social Welfare,TechCorp Services,900000,Construction,Immediate procurement of supplies for department,641667,2
C0843,2024-07-31,Health,Auto Parts Ltd,10199731,IT Equipment,Purchase of 407 servers for government offices,10296808,4
C0844,2024-05-02,Transport,PrimeVendor Corporation,882132,Infrastructure,Purchase of 391 laptops for government offices,910052,5
C0845,2024-07-29,Social Welfare,EduSupply Solutions,8363691,Construction,Purchase of 308 medicines for government offices,8346421,3
C0846,2024-05-09,Social Welfare,SmartCity Developers,469325,Office Supplies,Purchase of 245 medicines for government offices,450324,6
C0847,2024-07-22,Urban Development,BuildCo Infrastructure,3300000,Medical Supplies,Critical procurement of furniture for department,2257704,1
C0848,2024-10-07,Health,Medicare Corporation,4210383,Services,Purchase of 137 laptops for government offices,4448924,4
C0849,2024-03-04,PWD,EduSupply Solutions,4252680,Vehicles,Purchase of 396 medicines for government offices,4411224,3
C0850,2024-04-01,Health,Auto Parts Ltd,533903,Services,Purchase of 406 laptops for government offices,544153,6
C0851,2024-08-15,Transport,QuickOffice Supplies,700000,Medical Supplies,Urgent procurement of supplies for department,403645,1
C0852,2024-01-09,PWD,Digital Solutions Inc,450567,Construction,Purchase of 162 laptops for government offices,439293,3
C0853,2024-01-23,Social Welfare,Auto Parts Ltd,522343,Medical Supplies,Purchase of 369 desks for government offices,518137,4
C0854,2024-04-28,Transport,EduSupply Solutions,1794020,Office Supplies,Purchase of 56 vehicles for government offices,1707816,5
C0855,2024-02-03,IT Department,GreenTech Industries,1989966,Infrastructure,Purchase of 161 vehicles for government offices,1985921,3
C0856,2024-02-22,Social Welfare,Urban Builders,8514377,Construction,Purchase of 216 furniture for government offices,9150183,7
C0857,2024-06-19,Urban Development,Auto Parts Ltd,2186812,Maintenance,Purchase of 221 laptops for government offices,2266910,3
C0858,2024-11-23,Health,DataSystems India,9762405,Office Supplies,Purchase of 60 servers for government offices,10528651,4
C0859,2024-08-07,PWD,Auto Parts Ltd,8238168,Office Supplies,Purchase of 201 desks for government offices,7973576,6
C0860,2024-11-24,Agriculture,Urban Builders,29800000,IT Equipment,Urgent procurement of supplies for department,15901983,1
C0861,2024-09-23,Agriculture,PharmaCo Enterprises,4972069,Office Supplies,Purchase of 167 furniture for government offices,4909913,3
C0862,2024-04-15,Agriculture,Medicare Corporation,1040435,Infrastructure,Purchase of 361 vehicles for government offices,1082589,4
C0863,2024-11-18,Health,Medicare Corporation,8000000,Maintenance,Urgent procurement of equipment for department,3673308,1
C0864,2024-04-14,Transport,Auto Parts Ltd,463935,Construction,Purchase of 419 desks for government offices,468908,4
C0865,2024-11-06,Health,PharmaCo Enterprises,1945853,Furniture,Purchase of 189 vehicles for government offices,2093357,4
C0866,2024-07-12,Urban Development,ABC Technologies Pvt Ltd,4634045,Furniture,Purchase of 439 desks for government offices,4769457,6
C0867,2024-08-06,Urban Development,DataSystems India,1957110,Infrastructure,Purchase of 181 vehicles for government offices,1898130,4
C0868,2024-05-25,Transport,ABC Technologies Pvt Ltd,9442533,IT Equipment,Purchase of 150 desks for government offices,9379461,6
C0869,2024-09-13,Social Welfare,EduSupply Solutions,1894872,Services,Purchase of 430 medicines for government offices,2028156,6
C0870,2024-11-24,PWD,QuickOffice Supplies,461318,Furniture,Purchase of 247 servers for government offices,440580,3
C0871,2024-05-10,Social Welfare,PrimeVendor Corporation,1905765,Furniture,Purchase of 406 laptops for government offices,1931532,5
C0872,2024-05-06,PWD,DataSystems India,538220,Infrastructure,Purchase of 407 furniture for government offices,536596,3
C0873,2024-12-14,Health,Urban Builders,980644,Furniture,Purchase of 56 laptops for government offices,1052948,4
C0874,2024-07-22,IT Department,Digital Solutions Inc,477780,Services,Purchase of 134 vehicles for government offices,465619,6
C0875,2024-09-13,Agriculture,SmartCity Developers,4879119,Construction,Purchase of 105 furniture for government offices,5100686,3
C0876,2024-05-17,Education,BuildCo Infrastructure,5048513,Medical Supplies,Purchase of 467 vehicles for government offices,4800301,4
C0877,2024-12-22,PWD,Digital Solutions Inc,4981781,Construction,Purchase of 140 medicines for government offices,5207433,4
C0878,2024-04-11,Education,Digital Solutions Inc,10845449,Construction,Purchase of 145 desks for government offices,10938566,4
C0879,2024-04-08,PWD,BuildCo Infrastructure,4661095,Services,Purchase of 494 furniture for government offices,4981248,3
C0880,2024-02-13,Health,ABC Technologies Pvt Ltd,1638557,IT Equipment,Purchase of 294 vehicles for government offices,1562948,4
C0881,2024-05-16,Education,Auto Parts Ltd,499798,Maintenance,Purchase of 99 desks for government offices,526085,3
C0882,2024-05-16,Agriculture,PharmaCo Enterprises,5135367,Office Supplies,Purchase of 239 furniture for government offices,5282075,5
C0883,2024-07-03,Education,EduSupply Solutions,4916213,Furniture,Purchase of 462 laptops for government offices,5293727,5
C0884,2024-03-12,Urban Development,HealthFirst Products,1400000,Furniture,Immediate procurement of furniture for department,678224,1
C0885,2024-12-04,Agriculture,Urban Builders,1609978,Infrastructure,Purchase of 463 furniture for government offices,1604869,3
C0886,2024-04-29,Health,Digital Solutions Inc,5108806,Furniture,Purchase of 269 vehicles for government offices,5380670,5
C0887,2024-05-30,Urban Development,GreenTech Industries,1060957,Medical Supplies,Purchase of 66 desks for government offices,1128763,7
C0888,2024-06-03,Transport,QuickOffice Supplies,10961658,Office Supplies,Purchase of 109 vehicles for government offices,11078776,6
C0889,2024-03-28,Social Welfare,GreenTech Industries,415820,Services,Purchase of 132 medicines for government offices,448726,3
C0890,2024-04-22,Urban Development,BuildCo Infrastructure,5427255,Vehicles,Purchase of 323 furniture for government offices,5629030,4
C0891,2024-04-24,Social Welfare,GreenTech Industries,8194001,Office Supplies,Purchase of 384 furniture for government offices,8149911,6
C0892,2024-04-24,Health,TechCorp Services,1652608,Vehicles,Purchase of 146 furniture for government offices,1589128,7
C0893,2024-03-06,Transport,SmartCity Developers,4865375,Furniture,Purchase of 352 servers for government offices,4623167,3
C0894,2024-08-04,Transport,BuildCo Infrastructure,2078510,Furniture,Purchase of 316 furniture for government offices,2226936,4
C0895,2024-01-05,Urban Development,Urban Builders,4473889,Infrastructure,Purchase of 478 desks for government offices,4724870,5
C0896,2024-03-16,IT Department,HealthFirst Products,1024117,Medical Supplies,Purchase of 356 medicines for government offices,1085959,3
C0897,2024-05-20,Social Welfare,ABC Technologies Pvt Ltd,9434848,Vehicles,Purchase of 199 furniture for government offices,9979515,6
C0898,2024-03-19,Education,PrimeVendor Corporation,1054420,Construction,Purchase of 408 furniture for government offices,1129786,4
C0899,2024-09-06,Social Welfare,PharmaCo Enterprises,2190633,Furniture,Purchase of 61 servers for government offices,2268844,4
C0900,2024-12-13,IT Department,Digital Solutions Inc,2054628,Office Supplies,Purchase of 422 medicines for government offices,2056350,7
C0901,2024-12-24,IT Department,EduSupply Solutions,4145979,Construction,Purchase of 493 laptops for government offices,4112995,7
C0902,2024-10-22,Transport,Digital Solutions Inc,4436622,IT Equipment,Purchase of 461 furniture for government offices,4298319,4
C0903,2024-07-04,PWD,PrimeVendor Corporation,8305843,IT Equipment,Purchase of 242 vehicles for government offices,8738701,4
C0904,2024-02-19,Social Welfare,Medicare Corporation,4269449,Furniture,Purchase of 382 medicines for government offices,4085100,7
C0905,2024-05-05,Urban Development,SmartCity Developers,2000000,Furniture,Critical procurement of laptops for department,1028224,1
C0906,2024-05-20,Transport,ABC Technologies Pvt Ltd,4550984,Infrastructure,Purchase of 112 vehicles for government offices,4394430,3
C0907,2024-05-20,Social Welfare,DataSystems India,519151,Construction,Purchase of 380 furniture for government offices,505415,6
C0908,2024-02-20,Urban Development,BuildCo Infrastructure,8554669,Maintenance,Purchase of 251 servers for government offices,9030931,3
C0909,2024-10-26,PWD,ABC Technologies Pvt Ltd,513026,Maintenance,Purchase of 142 servers for government offices,501211,3
C0910,2024-08-16,IT Department,SmartCity Developers,405871,IT Equipment,Purchase of 94 servers for government offices,415920,4
C0911,2024-02-13,Education,QuickOffice Supplies,8895733,Services,Purchase of 266 furniture for government offices,9568391,4
C0912,2024-01-24,Urban Development,Digital Solutions Inc,10713858,Vehicles,Purchase of 277 desks for government offices,10586808,7
C0913,2024-09-24,Transport,ABC Technologies Pvt Ltd,1963703,Office Supplies,Purchase of 389 laptops for government offices,1995862,3
C0914,2024-03-13,IT Department,Medicare Corporation,1087226,Furniture,Purchase of 352 medicines for government offices,1117971,4
C0915,2024-02-08,IT Department,Urban Builders,1829069,Furniture,Purchase of 283 laptops for government offices,1952486,6
C0916,2024-12-21,PWD,Auto Parts Ltd,821167,Construction,Purchase of 415 medicines for government offices,858322,4
C0917,2024-06-10,Health,HealthFirst Products,4568412,Medical Supplies,Purchase of 89 medicines for government offices,4912515,4
C0918,2024-12-16,PWD,SmartCity Developers,449403,Office Supplies,Purchase of 448 medicines for government offices,432130,5
C0919,2024-05-20,IT Department,TechCorp Services,14800000,Infrastructure,Emergency procurement of equipment for department,6928213,1
C0920,2024-02-18,PWD,PharmaCo Enterprises,10596195,Furniture,Purchase of 100 laptops for government offices,10826137,7
C0921,2024-04-02,PWD,DataSystems India,9655015,IT Equipment,Purchase of 294 servers for government offices,10279334,6
C0922,2024-12-17,Education,PrimeVendor Corporation,997268,Vehicles,Purchase of 426 medicines for government offices,965901,7
C0923,2024-12-28,IT Department,DataSystems India,9254731,Furniture,Purchase of 231 vehicles for government offices,9342764,6
C0924,2024-09-23,Health,Urban Builders,891556,Medical Supplies,Purchase of 258 medicines for government offices,946413,5
C0925,2024-02-09,Education,Auto Parts Ltd,424766,Maintenance,Purchase of 333 vehicles for government offices,406697,5
C0926,2024-03-10,Social Welfare,ABC Technologies Pvt Ltd,10055365,Office Supplies,Purchase of 407 laptops for government offices,10437274,7
C0927,2024-01-04,Education,TechCorp Services,10249003,Infrastructure,Purchase of 400 servers for government offices,10061952,7
C0928,2024-03-27,Agriculture,ABC Technologies Pvt Ltd,10711395,Furniture,Purchase of 479 desks for government offices,10419250,5
C0929,2024-09-10,Health,DataSystems India,2181837,Services,Purchase of 475 servers for government offices,2168603,4
C0930,2024-09-04,Education,PrimeVendor Corporation,800670,Infrastructure,Purchase of 161 medicines for government offices,826333,6
C0931,2024-11-12,Health,ABC Technologies Pvt Ltd,453361,Vehicles,Purchase of 202 medicines for government offices,466970,5
C0932,2024-04-05,PWD,Auto Parts Ltd,415200,Medical Supplies,Purchase of 320 servers for government offices,420998,3
C0933,2024-09-06,PWD,HealthFirst Products,3600000,Services,Immediate procurement of furniture for department,1907586,1
C0934,2024-02-25,Transport,BuildCo Infrastructure,4242751,Office Supplies,Purchase of 52 medicines for government offices,4225720,6
C0935,2024-05-25,Urban Development,Urban Builders,10600000,Services,Urgent procurement of equipment for department,5322181,1
C0936,2024-03-01,Social Welfare,Medicare Corporation,9486702,Medical Supplies,Purchase of 216 vehicles for government offices,9853132,4
C0937,2024-02-25,Agriculture,Auto Parts Ltd,846662,IT Equipment,Purchase of 76 furniture for government offices,859362,4
C0938,2024-08-10,PWD,QuickOffice Supplies,1891557,Services,Purchase of 366 desks for government offices,1984086,4
C0939,2024-02-28,PWD,QuickOffice Supplies,999899,Construction,Purchase of 411 laptops for government offices,1005689,6
C0940,2024-04-27,Transport,BuildCo Infrastructure,4057549,IT Equipment,Purchase of 268 laptops for government offices,4377088,4
C0941,2024-07-13,Urban Development,ABC Technologies Pvt Ltd,2020095,Maintenance,Purchase of 222 vehicles for government offices,2176483,4
C0942,2024-08-06,Transport,PharmaCo Enterprises,1666032,IT Equipment,Purchase of 414 vehicles for government offices,1661475,5
C0943,2024-04-03,Health,Auto Parts Ltd,1200000,Construction,Critical procurement of supplies for department,618292,1
C0944,2024-05-09,PWD,PharmaCo Enterprises,1800569,Vehicles,Purchase of 399 servers for government offices,1736646,3
C0945,2024-07-04,Social Welfare,BuildCo Infrastructure,9586586,Medical Supplies,Purchase of 157 servers for government offices,9570355,5
C0946,2024-03-07,Urban Development,PrimeVendor Corporation,8361063,Medical Supplies,Purchase of 148 furniture for government offices,8580565,4
C0947,2024-02-08,PWD,ABC Technologies Pvt Ltd,9028693,Construction,Purchase of 323 furniture for government offices,9428624,4
C0948,2024-04-08,Urban Development,Urban Builders,2134951,Medical Supplies,Purchase of 227 medicines for government offices,2238957,7
C0949,2024-08-11,IT Department,Digital Solutions Inc,11400000,Construction,Urgent procurement of vehicles for department,7836710,1
C0950,2024-05-28,Health,Medicare Corporation,15900000,Infrastructure,Critical procurement of furniture for department,11006932,1
C0951,2024-09-17,Transport,TechCorp Services,4601273,IT Equipment,Purchase of 51 desks for government offices,4533607,4
C0952,2024-09-19,Health,Medicare Corporation,8776503,Office Supplies,Purchase of 412 medicines for government offices,9310305,5
C0953,2024-01-24,Education,Urban Builders,1623454,Office Supplies,Purchase of 118 medicines for government offices,1573545,5
C0954,2024-04-17,IT Department,Digital Solutions Inc,497296,Construction,Purchase of 216 laptops for government offices,513333,5
C0955,2024-07-28,Transport,Digital Solutions Inc,1794781,Services,Purchase of 471 medicines for government offices,1718402,3
C0956,2024-03-31,Social Welfare,Urban Builders,480608,Services,Purchase of 104 furniture for government offices,517729,7
C0957,2024-11-16,Social Welfare,Medicare Corporation,8618477,Infrastructure,Purchase of 187 desks for government offices,8682977,5
C0958,2024-04-28,Urban Development,Medicare Corporation,4552960,Construction,Purchase of 303 desks for government offices,4859291,3
C0959,2024-04-06,Transport,BuildCo Infrastructure,994269,Construction,Purchase of 140 vehicles for government offices,947276,4
C0960,2024-02-06,PWD,Digital Solutions Inc,5363696,IT Equipment,Purchase of 420 servers for government offices,5772142,3
C0961,2024-11-04,Health,DataSystems India,7600000,Construction,Urgent procurement of equipment for department,4960439,1
C0962,2024-11-17,Health,QuickOffice Supplies,543642,Construction,Purchase of 486 furniture for government offices,523975,5
C0963,2024-09-02,Education,HealthFirst Products,5223197,Services,Purchase of 129 desks for government offices,5170756,6
C0964,2024-11-17,Social Welfare,Medicare Corporation,523738,IT Equipment,Purchase of 102 servers for government offices,504551,5
C0965,2024-04-24,Health,EduSupply Solutions,10300000,Construction,Urgent procurement of furniture for department,5257455,1
C0966,2024-02-26,Education,TechCorp Services,1814384,Construction,Purchase of 234 laptops for government offices,1868889,3
C0967,2024-04-01,IT Department,TechCorp Services,1959766,Services,Purchase of 391 furniture for government offices,2034876,4
C0968,2024-06-27,Health,GreenTech Industries,2149740,IT Equipment,Purchase of 465 furniture for government offices,2227184,5
C0969,2024-03-17,Health,TechCorp Services,896076,Furniture,Purchase of 467 laptops for government offices,896773,6
C0970,2024-05-22,Urban Development,Auto Parts Ltd,2196863,Infrastructure,Purchase of 230 medicines for government offices,2138961,6
C0971,2024-12-21,Urban Development,HealthFirst Products,10380504,Maintenance,Purchase of 246 vehicles for government offices,10311478,4
C0972,2024-09-09,Transport,Digital Solutions Inc,915388,Medical Supplies,Purchase of 319 servers for government offices,938753,6
C0973,2024-04-30,Health,ABC Technologies Pvt Ltd,1098171,Vehicles,Purchase of 292 desks for government offices,1045711,7
C0974,2024-07-03,Transport,SmartCity Developers,888409,Office Supplies,Purchase of 265 desks for government offices,860635,7
C0975,2024-01-29,Social Welfare,PharmaCo Enterprises,544307,IT Equipment,Purchase of 425 laptops for government offices,566903,6
C0976,2024-12-25,Agriculture,Medicare Corporation,16100000,Medical Supplies,Emergency procurement of equipment for department,10489089,1
C0977,2024-05-05,IT Department,EduSupply Solutions,27400000,Furniture,Critical procurement of equipment for department,14418244,1
C0978,2024-06-21,PWD,ABC Technologies Pvt Ltd,443015,Furniture,Purchase of 359 desks for government offices,429842,3
C0979,2024-08-04,Transport,Auto Parts Ltd,4831233,Construction,Purchase of 306 medicines for government offices,5110658,7
C0980,2024-05-19,Education,QuickOffice Supplies,9132680,Furniture,Purchase of 255 servers for government offices,9805205,4
C0981,2024-04-04,Social Welfare,SmartCity Developers,9815250,Furniture,Purchase of 294 medicines for government offices,9423005,6
C0982,2024-03-25,Agriculture,TechCorp Services,4900000,Vehicles,Emergency procurement of laptops for department,2264563,1
C0983,2024-01-15,Transport,HealthFirst Products,962470,Office Supplies,Purchase of 55 medicines for government offices,922519,7
C0984,2024-11-22,Urban Development,ABC Technologies Pvt Ltd,880750,IT Equipment,Purchase of 72 servers for government offices,948537,7
C0985,2024-06-10,Transport,PharmaCo Enterprises,3000000,Furniture,Critical procurement of vehicles for department,1533880,1
C0986,2024-07-01,PWD,ABC Technologies Pvt Ltd,449697,Furniture,Purchase of 101 servers for government offices,479622,7
C0987,2024-09-01,Health,Digital Solutions Inc,443517,Office Supplies,Purchase of 90 furniture for government offices,430078,6
C0988,2024-04-20,Agriculture,EduSupply Solutions,1030647,Construction,Purchase of 314 furniture for government offices,1000692,7
C0989,2024-06-22,Health,Medicare Corporation,10567857,Infrastructure,Purchase of 172 desks for government offices,10631445,6
C0990,2024-02-19,Urban Development,PharmaCo Enterprises,1029895,Construction,Purchase of 305 laptops for government offices,1019843,3
C0991,2024-05-31,Urban Development,DataSystems India,1945906,Infrastructure,Purchase of 141 furniture for government offices,1938001,3
C0992,2024-05-11,Education,PharmaCo Enterprises,4975438,Services,Purchase of 341 vehicles for government offices,4817508,3
C0993,2024-07-24,Agriculture,PharmaCo Enterprises,10751420,Medical Supplies,Purchase of 312 servers for government offices,10394128,5
C0994,2024-12-15,Education,Digital Solutions Inc,4394241,Office Supplies,Purchase of 367 furniture for government offices,4674680,3
C0995,2024-12-24,Social Welfare,SmartCity Developers,423184,Medical Supplies,Purchase of 131 servers for government offices,407817,6
C0996,2024-04-24,Urban Development,BuildCo Infrastructure,5003725,Medical Supplies,Purchase of 378 servers for government offices,4980517,6
C0997,2024-04-02,Agriculture,TechCorp Services,5152324,Infrastructure,Purchase of 83 medicines for government offices,5028313,5
C0998,2024-04-18,PWD,Urban Builders,4171489,Office Supplies,Purchase of 129 vehicles for government offices,4209429,7
